year,month,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
1994,1,0.2503,2.8658,0.1737,1.1137,-0.9383,0.9359
1994,2,0.2120,-2.5445,2.6587,-0.4873,2.6569,1.6242
1994,3,0.2469,-4.7557,-0.9388,0.9514,0.2233,1.3591
1994,4,0.2711,0.6802,-0.8260,1.2981,1.5307,1.5047
1994,5,0.3150,0.5799,-1.9787,0.4984,-0.7572,1.2092
1994,6,0.3118,-3.0381,-0.8580,0.9295,0.1864,1.3322
1994,7,0.2751,2.8162,-1.4279,0.4364,0.7146,-0.1197
1994,8,0.3687,4.0149,2.0881,-0.6869,2.0603,2.6417
1994,9,0.3659,-2.2847,2.2136,0.5698,1.0828,0.9959
1994,10,0.3840,1.3464,-1.8428,0.2235,0.3868,2.4574
1994,11,0.3691,-4.0277,0.5320,-0.9901,1.3723,1.4754
1994,12,0.4430,0.8589,1.0777,1.1041,3.7739,3.7011
1995,1,0.4156,1.7978,-2.4157,-0.0308,-0.0283,1.1285
1995,2,0.3983,3.6324,-0.6967,-0.8330,0.5083,1.1642
1995,3,0.4134,2.2365,-1.2134,0.1458,1.2604,0.7807
1995,4,0.4450,2.1075,-0.0073,0.0296,0.1390,3.4517
1995,5,0.5355,2.8944,-2.2084,0.8614,-1.0023,1.4499
1995,6,0.4714,2.7154,3.2159,-1.7432,2.1335,1.8421
1995,7,0.4522,3.7124,1.7621,-2.5443,0.9451,0.3125
1995,8,0.4637,0.5520,2.3542,2.1996,0.1377,1.2812
1995,9,0.4309,3.3514,-0.7905,1.9328,1.3917,3.1241
1995,10,0.4714,-1.5134,-5.0256,0.7822,2.7798,4.4602
1995,11,0.4108,3.9629,-0.7575,1.1262,-0.2398,-1.3013
1995,12,0.4882,1.0392,0.6312,3.1163,0.2794,0.4136
1996,1,0.4278,2.2598,-2.6868,2.4510,-1.5087,1.4254
1996,2,0.3908,1.3296,2.7361,-0.9876,3.1394,0.7778
1996,3,0.3943,0.7287,1.8736,-0.6897,0.2765,-1.3504
1996,4,0.4579,2.0648,5.1861,-1.8073,2.8686,1.1859
1996,5,0.3982,2.3872,4.4625,1.0265,1.8631,-1.4703
1996,6,0.4000,-1.1340,-4.2983,1.7381,0.8660,1.6771
1996,7,0.4497,-5.9558,-3.3590,2.0165,2.4150,2.9724
1996,8,0.4122,2.7697,2.4813,-1.8529,0.1305,-1.3916
1996,9,0.4375,5.0077,-1.4462,-1.7381,2.2071,2.9848
1996,10,0.4246,0.8673,-2.4191,3.6633,1.8831,3.2962
1996,11,0.3941,6.2614,-3.5342,-1.3080,0.8165,5.3963
1996,12,0.4404,-1.6799,3.3260,1.2226,0.9371,1.7018
1997,1,0.4014,5.0130,-0.7923,-0.6468,1.8122,2.6010
1997,2,0.3788,-0.4744,-2.4667,2.9153,-1.5374,0.6485
1997,3,0.4310,-5.0188,-0.5279,1.7515,1.7709,0.2089
1997,4,0.4313,4.0341,-4.7257,-1.8801,3.8599,2.9735
1997,5,0.4263,6.7964,5.0197,-3.2305,-0.2201,-1.4727
1997,6,0.3744,4.0933,1.0328,0.2313,2.1089,0.1422
1997,7,0.4294,7.3152,-1.4173,-3.0399,1.2853,1.2955
1997,8,0.4058,-4.0954,7.4956,-0.7059,-1.4190,0.4363
1997,9,0.4576,5.3264,2.4352,-0.1261,-1.0420,-2.6033
1997,10,0.3911,-3.7644,-1.0927,2.6610,-1.0476,-1.4223
1997,11,0.3773,2.9981,-5.5213,2.8803,1.4024,3.6401
1997,12,0.4629,1.3480,-2.2237,2.2364,1.5724,-2.3959
1998,1,0.4204,0.1509,-1.2161,-1.2059,2.1885,2.5963
1998,2,0.3847,7.0327,1.0585,-2.4530,1.1389,-0.2927
1998,3,0.4485,4.7031,-0.3380,0.4998,-0.1759,-1.0943
1998,4,0.4308,0.7322,0.4968,0.1833,-0.1992,2.2790
1998,5,0.3805,-3.0412,-2.6345,2.2558,1.7795,1.0587
1998,6,0.4021,3.1843,-3.2845,-1.5154,3.1584,0.4220
1998,7,0.3873,-2.4130,-5.7047,1.8843,0.9701,2.8503
1998,8,0.4012,-16.0284,-6.1863,5.4602,3.0576,6.7098
1998,9,0.3875,6.2602,-2.0608,-3.0813,-1.8245,1.2778
1998,10,0.3353,6.9971,-2.1679,-0.9607,0.6375,-0.5727
1998,11,0.3233,6.0495,0.8962,-0.0256,1.3693,1.2943
1998,12,0.3779,6.1323,-1.8733,-2.9332,2.9291,-2.2470
1999,1,0.3494,3.4908,-1.8913,-4.4699,-3.2508,-1.0641
1999,2,0.3372,-4.0599,-4.2284,4.8135,0.0160,0.0032
1999,3,0.4076,3.4926,-5.5833,0.3158,-0.6922,0.4004
1999,4,0.3784,4.3249,3.9809,2.6555,-5.1524,0.4438
1999,5,0.3463,-2.4584,4.9448,0.4504,0.6807,1.8909
1999,6,0.4098,4.7478,3.1515,-2.1112,2.3906,4.3237
1999,7,0.3658,-3.4788,2.2729,3.4185,1.0146,1.9684
1999,8,0.3876,-1.3686,-1.5532,-1.1963,-0.0270,4.6439
1999,9,0.3705,-2.7546,1.7396,-1.3963,-0.1830,-0.8626
1999,10,0.3581,6.1243,-5.6711,0.3658,2.0651,1.8695
1999,11,0.3811,3.3619,5.7342,-3.9052,-2.9812,1.1544
1999,12,0.3764,7.7532,4.1852,-5.5017,-5.4566,-1.2102
2000,1,0.4343,-4.7631,5.6553,2.8770,-5.0577,0.6176
2000,2,0.4295,2.4578,22.1388,-5.3857,-7.5459,-3.1427
2000,3,0.4377,5.2266,-14.3931,1.8217,7.6702,3.4913
2000,4,0.4595,-6.3784,-4.8628,3.7905,8.7124,5.1811
2000,5,0.4782,-4.3690,-4.6174,0.5417,0.0532,3.7442
2000,6,0.3744,4.6562,10.2787,-3.4101,-4.7752,-1.8414
2000,7,0.4772,-2.4200,0.9904,2.2537,3.4362,3.3353
2000,8,0.5002,7.0279,0.4376,-0.7811,-2.0644,-1.0693
2000,9,0.5093,-5.4347,1.6369,5.2223,2.1000,0.8141
2000,10,0.5217,-2.7431,-2.2343,2.9384,7.3385,6.4962
2000,11,0.4966,-10.6882,1.5258,7.4707,10.3802,10.9273
2000,12,0.4909,1.1951,4.6804,6.3557,5.1867,0.5582
2001,1,0.5243,3.2649,2.7447,-7.1590,-10.8188,-6.2915
2001,2,0.3653,-10.0213,2.8796,9.2385,5.1685,6.4780
2001,3,0.4320,-7.2697,2.9541,3.7543,3.4567,2.6452
2001,4,0.3864,7.9372,-0.9038,-3.7774,0.0697,-5.3912
2001,5,0.3183,0.6859,4.3821,2.3430,-2.5520,-0.2205
2001,6,0.2778,-1.9318,6.6908,-1.7623,-0.7497,1.9299
2001,7,0.2999,-2.1316,-2.1195,1.3779,3.9514,5.5112
2001,8,0.2996,-6.3877,2.3709,5.6422,4.3144,5.6464
2001,9,0.2730,-9.2406,-4.9236,2.8670,9.1891,5.7600
2001,10,0.2154,2.4885,3.4894,-2.9725,-4.3908,-0.5554
2001,11,0.1749,7.5290,-1.3893,-1.1368,-8.4913,-2.9851
2001,12,0.1484,1.6090,5.3200,-0.1830,0.5407,-2.2439
2002,1,0.1390,-1.4322,0.7248,3.2511,0.3006,4.2810
2002,2,0.1285,-2.2921,-0.4901,4.4486,5.3203,3.7201
2002,3,0.1341,4.2382,4.6128,0.7823,-4.7043,-0.5513
2002,4,0.1546,-5.2055,7.5861,4.0765,5.4624,4.0812
2002,5,0.1442,-1.3564,-3.1797,2.1871,1.8112,0.6200
2002,6,0.1312,-7.2085,3.5661,3.5486,4.9411,0.5052
2002,7,0.1507,-8.1900,-6.3908,1.9790,6.7012,4.9693
2002,8,0.1402,0.4937,-0.0079,-0.8647,2.4740,-1.7190
2002,9,0.1414,-10.3257,3.1320,-2.1444,4.4225,1.1112
2002,10,0.1334,7.8301,-5.1422,0.2933,-4.6543,1.4936
2002,11,0.1166,5.9526,1.4963,3.2730,-11.1761,-3.1026
2002,12,0.1079,-5.7527,0.0684,-2.2586,5.3210,2.2789
2003,1,0.0934,-2.5618,-0.9882,0.6899,-0.5955,0.7808
2003,2,0.0871,-1.8826,-2.0293,-0.1271,0.9028,1.4220
2003,3,0.1020,1.0908,1.4093,-0.1302,3.4408,-0.9357
2003,4,0.0939,8.1807,2.3548,1.0369,-4.4513,-2.9406
2003,5,0.0903,6.0466,3.8176,1.8480,-8.2334,-1.6032
2003,6,0.0984,1.4214,2.2207,-1.0629,1.0952,-0.1288
2003,7,0.0674,2.3359,4.3771,2.3396,-1.7424,-0.8825
2003,8,0.0689,2.3282,2.2385,2.3638,-1.2401,-1.6415
2003,9,0.0865,-1.2402,0.6891,0.2277,1.2633,2.3260
2003,10,0.0700,6.0782,3.0467,1.0318,-1.7515,-0.5641
2003,11,0.0725,1.3469,2.1953,2.3057,0.7762,0.5380
2003,12,0.0831,4.2830,-2.7805,0.7725,-1.7383,-1.3340
2004,1,0.0696,2.1525,3.1120,2.0594,-2.4369,0.8594
2004,2,0.0623,1.3997,-0.3085,-0.8838,2.1338,-0.0153
2004,3,0.0844,-1.3163,2.5224,-0.7362,1.7567,-1.0655
2004,4,0.0795,-1.8184,-3.2184,-2.9004,0.0193,1.4279
2004,5,0.0603,1.1742,-0.3821,0.5514,1.0680,-0.2318
2004,6,0.0817,1.8606,2.2400,-0.2619,0.5621,0.6269
2004,7,0.0919,-4.0549,-3.3495,-0.9785,2.4080,3.0803
2004,8,0.1116,0.0745,-1.5174,-1.1980,-1.2288,0.1740
2004,9,0.1185,1.5958,3.7959,-2.2133,-0.2111,-1.6158
2004,10,0.1129,1.4237,-0.7837,0.5838,-1.4395,0.0040
2004,11,0.1541,4.5362,4.4735,-0.4264,-1.1336,-1.6609
2004,12,0.1672,3.4131,-0.0412,0.3017,-0.8596,-1.1295
2005,1,0.1661,-2.7543,-0.3928,-0.4056,3.2477,1.2607
2005,2,0.1641,1.8819,0.1451,0.2944,3.5699,0.6629
2005,3,0.2123,-1.9348,-1.7445,0.9390,0.5349,1.8960
2005,4,0.2072,-2.6089,-4.4796,-1.4562,-1.1017,2.1601
2005,5,0.2395,3.6511,2.9650,-0.0566,0.9639,0.4256
2005,6,0.2263,0.5710,3.8091,-0.1977,-0.4262,-0.4161
2005,7,0.2383,3.9143,2.7309,-2.0740,-0.2059,-0.4035
2005,8,0.2920,-1.1886,-0.7893,0.2364,-0.6859,-0.6059
2005,9,0.2848,0.4859,0.0060,-0.0283,0.8580,0.2586
2005,10,0.2728,-2.0446,-0.5142,-0.3185,1.1029,-0.5479
2005,11,0.3045,3.6182,1.2181,-1.0467,0.7767,-0.6024
2005,12,0.3160,-0.2429,-0.0273,0.8830,0.2218,1.0852
2006,1,0.3488,3.0377,6.4402,-0.6827,-0.2638,0.8866
2006,2,0.3322,-0.2928,-0.3890,2.4367,-1.0088,-1.0037
2006,3,0.3642,1.4648,3.1186,-1.3460,0.7682,-0.7596
2006,4,0.3559,0.7296,-0.3044,0.3425,0.8234,-0.1292
2006,5,0.4195,-3.5448,-3.5172,1.3250,-0.0888,-1.5981
2006,6,0.3970,-0.3492,-0.3339,-0.3929,1.0430,0.6258
2006,7,0.3976,-0.7760,-3.1577,1.3537,0.5428,3.2009
2006,8,0.4283,2.0201,0.4273,1.9388,-1.3468,-0.1832
2006,9,0.4047,1.8462,-0.9705,0.9799,0.6275,0.9709
2006,10,0.4076,3.2260,1.9698,0.1918,-0.2960,0.4620
2006,11,0.4243,1.7004,0.3964,-1.5952,0.4888,-0.9004
2006,12,0.4036,0.8638,-0.0042,1.8246,-0.5628,-1.2461
2007,1,0.4328,1.3927,-0.1009,0.6221,0.0118,0.0703
2007,2,0.3837,-1.9559,1.4359,-0.9611,-0.7334,-0.0718
2007,3,0.4257,0.6903,-0.1780,-1.1880,0.4424,-0.2303
2007,4,0.4348,3.4828,-1.7301,0.8545,0.5498,1.0935
2007,5,0.4046,3.2409,-0.2546,-2.3088,0.5239,0.1458
2007,6,0.3918,-1.9490,0.5385,0.9411,1.1967,-0.5621
2007,7,0.3962,-3.7154,-3.0193,-2.2856,1.6420,0.0472
2007,8,0.4205,0.9173,-0.8420,-1.2721,0.9739,0.4942
2007,9,0.3347,3.2021,-2.3839,-3.2471,1.6055,-0.4681
2007,10,0.3212,1.8018,0.3655,0.4823,1.2436,0.3453
2007,11,0.3395,-4.8017,-3.0333,0.2065,3.6053,1.4353
2007,12,0.2921,-0.8795,0.6752,-0.6393,2.2799,1.0564
2008,1,0.2430,-6.3719,-0.7347,1.4006,-0.3167,-0.8172
2008,2,0.1325,-3.0844,-0.8811,-1.5042,1.7886,1.3603
2008,3,0.1869,-0.9534,0.5829,-0.3540,2.3741,-0.0316
2008,4,0.1025,4.6755,-0.9404,-2.3050,-0.8079,3.3593
2008,5,0.0946,1.9420,2.5360,-0.3597,-0.3368,0.0750
2008,6,0.1750,-8.4289,1.8774,-0.1827,6.3612,1.0358
2008,7,0.1440,-0.7584,5.9810,1.8225,0.0123,-0.0734
2008,8,0.1282,1.5211,1.8221,0.9431,-0.8724,2.0790
2008,9,0.1530,-9.2921,0.6310,3.1597,1.5905,3.4517
2008,10,0.0792,-17.1779,-3.4756,1.0559,5.8963,6.7538
2008,11,0.0228,-7.7501,-5.2003,0.5054,3.5070,2.1843
2008,12,0.0029,1.7427,3.6022,-2.3453,-0.5557,-0.8413
2009,1,0.0023,-8.1113,-2.9342,-0.9213,-0.7728,2.4104
2009,2,0.0147,-10.0887,-1.5730,-1.8538,2.9624,2.9331
2009,3,0.0159,8.9657,0.9873,-0.4478,-3.3696,0.0816
2009,4,0.0125,10.1649,7.2754,3.5022,-13.8303,-1.7731
2009,5,0.0017,5.2051,-1.3219,-2.4194,-3.3200,-0.5692
2009,6,0.0075,0.4284,3.7490,0.5171,0.8960,2.4952
2009,7,0.0119,7.7115,1.6913,1.9783,-4.8912,-1.0333
2009,8,0.0116,3.3288,0.8673,2.2613,-2.5999,-1.5815
2009,9,0.0079,4.0766,2.4649,-1.1546,-2.8172,-2.6301
2009,10,0.0040,-2.5535,-4.6122,-0.2445,3.9463,3.0210
2009,11,0.0004,5.5694,-2.3830,-0.3537,1.0285,-0.3254
2009,12,0.0062,2.7460,4.8210,-0.1761,-1.8537,-0.1478
2010,1,0.0028,-3.3494,0.3739,0.6769,-1.0650,-0.6351
2010,2,0.0010,3.3894,1.5240,0.7588,-1.0401,-0.5165
2010,3,0.0068,6.3066,2.0210,1.5728,-0.5120,-1.6988
2010,4,0.0111,1.9985,3.9050,3.0547,-2.4870,-2.3485
2010,5,0.0112,-7.8914,0.0470,-0.4527,2.7206,1.7265
2010,6,0.0127,-5.5538,-2.3708,-2.4624,1.3279,1.9251
2010,7,0.0142,6.9088,0.4811,1.2242,-0.8530,0.3616
2010,8,0.0126,-4.7708,-3.6375,-1.7770,-0.5599,-0.6431
2010,9,0.0125,9.5407,3.9473,1.1549,0.5214,0.0482
2010,10,0.0112,3.8695,0.6884,-0.0068,0.6453,0.4416
2010,11,0.0114,0.5951,3.6487,1.8594,-0.0799,-0.6156
2010,12,0.0140,6.8138,0.4459,3.0261,-3.6697,-2.2460
2011,1,0.0066,1.9892,-2.0114,1.3161,0.5565,-1.3445
2011,2,0.0122,3.4831,1.3916,1.4321,-1.6578,-0.8191
2011,3,0.0067,0.4538,1.8477,-0.1252,-0.9511,0.2826
2011,4,0.0053,2.8954,-0.8838,-0.9693,1.5871,1.0880
2011,5,0.0013,-1.2689,-0.8716,-1.0162,0.1307,1.3870
2011,6,0.0035,-1.7419,0.4603,-1.1520,2.8109,1.0019
2011,7,-0.0028,-2.3488,-1.7743,-2.0383,0.7350,0.6590
2011,8,0.0083,-5.9801,-3.7195,-1.3168,2.5618,2.7071
2011,9,-0.0001,-7.5695,-4.7805,0.0766,-0.7641,4.8990
2011,10,0.0014,11.3324,5.1817,-0.5881,2.1401,-1.7028
2011,11,0.0004,-0.2797,-1.1340,1.5244,0.5813,1.2160
2011,12,0.0000,0.7396,0.1225,2.6695,1.1493,-0.6067
2012,1,-0.0002,5.0531,2.7843,-0.5740,-0.6313,-1.3211
2012,2,0.0031,4.4179,-0.6734,0.0789,0.2918,0.0126
2012,3,0.0046,3.1094,0.7124,1.4304,1.6580,1.7917
2012,4,0.0029,-0.8431,-1.1503,0.9546,1.0010,-0.3467
2012,5,0.0065,-6.1710,-0.8859,2.6812,1.6157,2.3402
2012,6,0.0022,3.8919,1.4920,1.0221,-1.7624,0.3499
2012,7,0.0032,0.7869,-3.0745,0.5135,1.5412,0.9705
2012,8,0.0050,2.5482,1.4166,-1.4606,-0.5020,-0.4018
2012,9,0.0067,2.7322,1.1813,1.1797,0.1849,-0.6712
2012,10,0.0037,-1.7522,0.2205,1.8562,0.4568,-3.7341
2012,11,0.0085,0.7763,0.3591,0.8177,1.7114,0.1462
2012,12,0.0103,1.1755,2.4208,-0.8266,-1.9931,-2.6203
2013,1,0.0022,5.5689,0.1941,1.5365,-2.1010,-1.6364
2013,2,0.0054,1.2863,-0.6155,0.7549,0.1044,0.4350
2013,3,0.0041,4.0340,1.0762,1.2925,0.4876,-1.1530
2013,4,0.0037,1.5536,-2.8535,0.1119,-1.0102,-0.2853
2013,5,0.0012,2.8026,3.5190,-1.6561,-0.3939,-1.4499
2013,6,0.0013,-1.1913,0.7611,0.7015,-0.1332,0.6054
2013,7,0.0009,5.6430,2.0932,0.6474,-0.4727,-1.1494
2013,8,0.0009,-2.7040,-0.2093,-1.7841,0.5517,0.1749
2013,9,0.0008,3.7669,2.4392,-0.7254,-0.9958,-1.0020
2013,10,0.0017,4.1694,-1.6175,1.1611,1.3367,0.8084
2013,11,0.0032,3.1225,1.9315,0.0148,1.5439,1.1916
2013,12,0.0023,2.8046,-0.4377,0.7392,-0.1745,-1.7369
2014,1,0.0012,-3.3180,0.3324,-0.2918,-2.3143,0.3313
2014,2,0.0045,4.6490,-0.3063,-0.6297,-1.4762,-0.0368
2014,3,0.0028,0.4310,-0.1647,2.7038,1.7736,1.4456
2014,4,0.0015,-0.1876,-4.6826,0.8015,1.0816,0.6512
2014,5,0.0008,2.0617,-2.0338,-0.9378,-0.6521,0.5206
2014,6,0.0020,2.6073,2.2437,-2.6584,-2.5859,0.2655
2014,7,0.0013,-2.0375,-3.5649,0.7158,1.1990,1.2308
2014,8,0.0003,4.2328,0.4475,-0.9247,0.1456,0.2192
2014,9,0.0004,-1.9678,-3.1012,-0.3101,3.0612,2.1414
2014,10,0.0012,2.5082,3.6195,0.5283,1.6833,-0.1931
2014,11,-0.0001,2.5473,-1.9759,0.3424,2.5233,0.3859
2014,12,0.0005,-0.0600,2.7690,0.4723,-0.6545,0.2692
2015,1,0.0013,-3.1017,-1.5776,-1.0726,-0.3729,1.3730
2015,2,-0.0021,6.1333,0.8154,-1.3938,0.0845,-0.8697
2015,3,-0.0008,-1.1027,2.8185,-0.2647,0.8329,-0.0438
2015,4,0.0029,0.5908,-3.7899,-0.8009,-2.1999,-0.2287
2015,5,-0.0005,1.3615,1.7454,-0.6120,1.4310,0.2458
2015,6,0.0004,-1.5274,2.8601,-2.4461,1.2486,-0.6719
2015,7,-0.0037,1.5461,-4.0756,-2.7366,4.3374,2.6084
2015,8,0.0027,-6.0268,0.5025,1.1604,0.7607,0.2645
2015,9,-0.0006,-3.0707,-3.3863,0.3173,4.2461,3.5211
2015,10,-0.0027,7.7460,-2.7830,0.6276,-2.3746,0.9405
2015,11,0.0020,0.5617,3.4693,-0.5508,-1.7131,0.5800
2015,12,0.0103,-2.1659,-2.0882,0.3280,2.9245,3.3984
2016,1,0.0037,-5.7561,-2.8219,2.7808,5.3238,4.9270
2016,2,0.0205,-0.0737,0.4861,1.7188,2.0303,-0.1203
2016,3,0.0190,6.9539,1.0415,-0.7057,-2.1240,-2.6718
2016,4,0.0051,0.9185,0.1056,1.2916,-7.2351,-5.2126
2016,5,0.0115,1.7717,-0.5063,-2.2650,0.9582,2.2364
2016,6,0.0188,-0.0423,-0.3440,0.5038,0.2568,-0.8126
2016,7,0.0171,3.9508,2.3392,-2.1843,-0.5095,2.1843
2016,8,0.0165,0.4970,0.9644,-0.2141,-2.4070,-0.3535
2016,9,0.0219,0.2636,1.0136,0.1735,-3.1863,-0.9704
2016,10,0.0168,-2.0216,-3.4325,0.8407,3.0230,2.0686
2016,11,0.0136,4.8632,6.4916,2.9221,-1.1025,-2.6294
2016,12,0.0239,1.8156,0.6259,-0.2623,1.5303,0.8035
2017,1,0.0358,1.9357,-1.8649,-2.0777,-1.3198,0.6602
2017,2,0.0364,3.5596,-1.6716,-2.2683,2.0048,2.5131
2017,3,0.0353,0.1678,1.2411,-1.3066,1.8823,1.2285
2017,4,0.0537,1.0859,0.5831,-1.5535,1.0088,1.6980
2017,5,0.0614,1.0599,-2.5542,-1.6642,1.3102,2.7073
2017,6,0.0617,0.7963,3.0582,-0.4968,-1.2898,-1.9384
2017,7,0.0722,1.8657,-1.1228,-0.4286,1.5346,1.0364
2017,8,0.0827,0.1622,-1.3984,-2.8241,0.4656,1.4890
2017,9,0.0944,2.5058,4.9016,3.1284,0.4497,-1.8047
2017,10,0.0840,2.2520,-1.0351,-2.8548,2.1725,2.9301
2017,11,0.0826,3.1197,0.2014,-0.4969,1.8734,1.0773
2017,12,0.0884,1.0542,-0.9112,1.7456,0.3200,-1.0246
2018,1,0.1121,5.5752,-2.7743,-1.2889,-1.3110,2.6186
2018,2,0.1073,-3.6476,0.1904,-1.6939,-0.7678,4.4816
2018,3,0.0261,-2.2541,2.8151,-0.1073,0.1924,0.4884
2018,4,0.1433,0.2836,0.2795,1.5935,-0.0284,-0.6712
2018,5,0.1401,2.6468,4.8832,-1.0828,-1.8755,2.1840
2018,6,0.1408,0.4885,0.6193,-0.4010,1.4364,0.1352
2018,7,0.1558,3.1961,-1.3143,0.4756,1.9894,1.4399
2018,8,0.1575,3.4456,1.4294,-2.3366,0.3831,4.2025
2018,9,0.1490,0.0589,-3.1075,1.4074,0.6121,1.0374
2018,10,0.1890,-7.6477,-4.7667,4.1730,1.2908,-0.6419
2018,11,0.1795,1.7050,-0.8438,-0.9544,0.6780,2.7817
2018,12,0.1930,-9.5432,-3.0474,-0.8171,1.3676,2.4070
2019,1,0.1920,8.4126,2.0408,-1.0013,-4.0039,-7.0874
2019,2,0.1809,3.3945,1.1463,-2.5696,0.5352,1.2165
2019,3,0.1935,1.1030,-3.3272,-0.5071,-0.0300,0.6663
2019,4,0.2125,3.9578,-0.2264,-2.5247,2.0762,1.1616
2019,5,0.1983,-6.9264,-1.9093,1.4836,0.7589,0.2028
2019,6,0.1853,6.9244,-0.4931,-0.2628,-0.1023,-0.1506
2019,7,0.1783,1.2205,-1.6066,0.1759,0.5450,1.1233
2019,8,0.1908,-2.6035,-4.1711,-0.9978,1.8592,1.4864
2019,9,0.1787,1.4304,1.4265,2.9913,1.7211,-1.9594
2019,10,0.1531,2.0589,0.8627,-0.6509,0.7618,1.8217
2019,11,0.1197,3.8643,0.0403,-1.0363,-1.2912,-0.5705
2019,12,0.1431,2.7657,1.2718,1.7989,-1.3059,-0.7330
2020,1,0.1164,-0.0926,-4.7187,-2.3977,-0.3876,2.5040
2020,2,0.1208,-8.1293,-1.3564,-2.2162,-0.5094,1.5774
2020,3,0.1268,-13.3786,-8.4158,2.1208,5.9911,11.5070
2020,4,0.0003,13.5913,3.2996,-0.1082,-1.9954,-1.9560
2020,5,0.0059,5.5812,2.4917,-3.7035,-0.5004,0.7126
2020,6,0.0111,2.4589,2.3143,0.2768,1.2001,1.5554
2020,7,0.0096,5.7693,-1.4363,-1.3047,3.2258,1.5931
2020,8,0.0079,7.6270,-2.3063,-2.8534,-0.8682,-1.6505
2020,9,0.0076,-3.6271,0.3254,-2.1992,1.2255,0.6656
2020,10,0.0073,-2.1009,2.7930,-0.7387,-2.4671,-0.8514
2020,11,0.0066,12.4689,4.3248,3.0672,-14.4600,-9.7226
2020,12,0.0060,4.6311,4.3816,-2.7001,-3.5415,-0.8961
